"","PID","Date","Start_Time","End_Time","Condition","Trial","Stimulus","Choice","IntBefore","IntAfter","ERQ_Supp","ERQ_Reapp","DERS","DERS_Nonaccept","DERS_Goals","DERS_Impulse","DERS_Awareness","DERS_Strategies","DERS_Clarity","IUS","IUS_F1","IUS_F2","Horror_Enjoy","Familiarity","Familiar_specific","Age","Gender_Identity","Sex","Race","Marital_Status","Edu_Num","Edu_Cat","Failures","ScreenWidth","ScreenHeight","WebAudio","Browser","Browser_Version","MobileUsed","OS","FullScreenUsed","VSync_Rate_Avg","VSync_Rate_SD","Attention_Check","Difficulties","Questions","RT_sec_Choice","RT_sec_IntBefore","RT_sec_IntAfter","RT_sec_ERQ","RT_sec_DERS","RT_sec_IUS","IntReduce","Effort","Success","RT_sec_IntReduce","RT_sec_Effort","RT_sec_Success","Income","Time_Taken"
"212","sub-052","2023-10-17","0:14:31","0:37:17","Strategy Forecast",4,"ARF1665","Reappraisal","56","60",4,24,99,18,18,10,20,26,7,41,22,19,5,"No",NA,"33","Female","Female","White or Caucasian","Single","12","High school degree or GED",FALSE,1600,900,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.538,0.269202525991119,4,"","",2.914,7.652,7.51,21.247,76.975,25.885,"80",2,4,6.255,4.048,3.85,"$50,001 - $75,000",1366
"213","sub-053","2023-10-17","0:17:58","0:41:31","Strategy Forecast",1,"HIU8424","Distraction","0","73",15,26,130,20,19,20,26,28,17,31,16,15,5,"No",NA,"21","Female","Female","White or Caucasian","Single","15","Some college",FALSE,1536,864,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.928,0.48152881533715,4,"no","no",22.213,10.715,11.106,84.171,135.168,57.917,"80",4,4,14.405,49.494,5.755," $100,001 - $150,000",1413
"214","sub-053","2023-10-17","0:17:58","0:41:31","Strategy Forecast",2,"FGV3524","Neither","16","55",15,26,130,20,19,20,26,28,17,31,16,15,5,"No",NA,"21","Female","Female","White or Caucasian","Single","15","Some college",FALSE,1536,864,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.928,0.48152881533715,4,"no","no",8.833,7.209,8.201,84.171,135.168,57.917,NA,NA,NA,NA,NA,NA," $100,001 - $150,000",1413
"215","sub-053","2023-10-17","0:17:58","0:41:31","Strategy Forecast",3,"CNL1892","Distraction","8","59",15,26,130,20,19,20,26,28,17,31,16,15,5,"No",NA,"21","Female","Female","White or Caucasian","Single","15","Some college",FALSE,1536,864,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.928,0.48152881533715,4,"no","no",7.871,10.026,11.961,84.171,135.168,57.917,"70",3,2,12.249,4.06,3.455," $100,001 - $150,000",1413
"216","sub-053","2023-10-17","0:17:58","0:41:31","Strategy Forecast",4,"ARF1665","Neither","20","57",15,26,130,20,19,20,26,28,17,31,16,15,5,"No",NA,"21","Female","Female","White or Caucasian","Single","15","Some college",FALSE,1536,864,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.928,0.48152881533715,4,"no","no",4.432,13.177,8.623,84.171,135.168,57.917,NA,NA,NA,NA,NA,NA," $100,001 - $150,000",1413
"217","sub-054","2023-10-17","1:12:21","1:27:59","Strategy Use",1,"CNL1892","Neither","52","78",21,23,107,19,18,12,21,25,12,34,21,13,6,"No",NA,"39","Female","Female","Black or African American","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1366,768,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.806,0.349471028842163,4,"","",3.757,17.185,6.06,33.186,84.71,32.314,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",938
"218","sub-054","2023-10-17","1:12:21","1:27:59","Strategy Use",2,"FGV3524","Neither","62","70",21,23,107,19,18,12,21,25,12,34,21,13,6,"No",NA,"39","Female","Female","Black or African American","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1366,768,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.806,0.349471028842163,4,"","",2.427,10.203,7.888,33.186,84.71,32.314,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",938
"219","sub-054","2023-10-17","1:12:21","1:27:59","Strategy Use",3,"ARF1665","Neither","60","55",21,23,107,19,18,12,21,25,12,34,21,13,6,"No",NA,"39","Female","Female","Black or African American","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1366,768,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.806,0.349471028842163,4,"","",2.957,4.719,9.679,33.186,84.71,32.314,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",938
"220","sub-054","2023-10-17","1:12:21","1:27:59","Strategy Use",4,"HIU8424","Neither","55","60",21,23,107,19,18,12,21,25,12,34,21,13,6,"No",NA,"39","Female","Female","Black or African American","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1366,768,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.806,0.349471028842163,4,"","",5.269,6.301,5.806,33.186,84.71,32.314,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",938
"221","sub-055","2023-10-17","1:13:43","1:32:6","Strategy Use",1,"FGV3524","Neither","0","5",19,21,57,2,10,3,24,10,8,21,12,9,0,"No",NA,"42","Male","Male","White or Caucasian","Single","14","Some college",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.592,0.371577717308237,4,"none","",6.4,7.87,9.58,90.165,108.946,49.757,NA,NA,NA,NA,NA,NA,"$25,001 - $35,000",1103
"222","sub-055","2023-10-17","1:13:43","1:32:6","Strategy Use",2,"ARF1665","Neither","0","17",19,21,57,2,10,3,24,10,8,21,12,9,0,"No",NA,"42","Male","Male","White or Caucasian","Single","14","Some college",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.592,0.371577717308237,4,"none","",2.414,5.926,7.934,90.165,108.946,49.757,NA,NA,NA,NA,NA,NA,"$25,001 - $35,000",1103
"223","sub-055","2023-10-17","1:13:43","1:32:6","Strategy Use",3,"CNL1892","Reappraisal","11","29",19,21,57,2,10,3,24,10,8,21,12,9,0,"No",NA,"42","Male","Male","White or Caucasian","Single","14","Some college",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.592,0.371577717308237,4,"none","",4.086,3.848,5.408,90.165,108.946,49.757,"39",3,1,6.604,8.45,6.314,"$25,001 - $35,000",1103
"224","sub-055","2023-10-17","1:13:43","1:32:6","Strategy Use",4,"HIU8424","Distraction","28","45",19,21,57,2,10,3,24,10,8,21,12,9,0,"No",NA,"42","Male","Male","White or Caucasian","Single","14","Some college",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.592,0.371577717308237,4,"none","",3.887,2.848,4.77,90.165,108.946,49.757,"30",5,0,5.966,4.617,3.855,"$25,001 - $35,000",1103
"225","sub-056","2023-10-17","1:13:44","1:33:33","Strategy Use",1,"ARF1665","Reappraisal","0","4",16,29,60,5,12,4,21,12,6,3,3,0,6,"No",NA,"39","Female","Female","White or Caucasian","Divorced","13","High school degree or GED",FALSE,NA,NA,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.958,0.795311259822216,4,"no","no",13.511,6.791,12.468,61.787,108.507,37.938,"85",1,5,9.236,15.306,4.299,"$75,001 - $100,000",1189
"226","sub-056","2023-10-17","1:13:44","1:33:33","Strategy Use",2,"FGV3524","Neither","4","4",16,29,60,5,12,4,21,12,6,3,3,0,6,"No",NA,"39","Female","Female","White or Caucasian","Divorced","13","High school degree or GED",FALSE,NA,NA,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.958,0.795311259822216,4,"no","no",4.04,4.493,7.091,61.787,108.507,37.938,NA,NA,NA,NA,NA,NA,"$75,001 - $100,000",1189
"227","sub-056","2023-10-17","1:13:44","1:33:33","Strategy Use",3,"HIU8424","Reappraisal","4","10",16,29,60,5,12,4,21,12,6,3,3,0,6,"No",NA,"39","Female","Female","White or Caucasian","Divorced","13","High school degree or GED",FALSE,NA,NA,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.958,0.795311259822216,4,"no","no",5.114,3.984,7.354,61.787,108.507,37.938,"90",1,5,7.393,2.986,2.76,"$75,001 - $100,000",1189
"228","sub-056","2023-10-17","1:13:44","1:33:33","Strategy Use",4,"CNL1892","Neither","10","6",16,29,60,5,12,4,21,12,6,3,3,0,6,"No",NA,"39","Female","Female","White or Caucasian","Divorced","13","High school degree or GED",FALSE,NA,NA,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.958,0.795311259822216,4,"no","no",3.167,4.582,6.148,61.787,108.507,37.938,NA,NA,NA,NA,NA,NA,"$75,001 - $100,000",1189
"229","sub-057","2023-10-17","1:12:49","1:38:14","Strategy Use",1,"ARF1665","Neither","4","14",14,22,65,9,8,9,19,13,7,8,6,2,6,"No",NA,"25","Male","Male","Black or African American","Married","13","Some college",FALSE,1366,768,TRUE,"chrome","103.0.0",FALSE,"Chrome OS",TRUE,61.058,0.204499388752142,4,"None","",16.538,31.528,23.533,108.325,215.037,66.349,NA,NA,NA,NA,NA,NA,"Under $15,000",1525
"230","sub-057","2023-10-17","1:12:49","1:38:14","Strategy Use",2,"FGV3524","Reappraisal","14","7",14,22,65,9,8,9,19,13,7,8,6,2,6,"No",NA,"25","Male","Male","Black or African American","Married","13","Some college",FALSE,1366,768,TRUE,"chrome","103.0.0",FALSE,"Chrome OS",TRUE,61.058,0.204499388752142,4,"None","",9.317,15.986,8.346,108.325,215.037,66.349,"14",4,2,16.929,7.075,5.406,"Under $15,000",1525
"231","sub-057","2023-10-17","1:12:49","1:38:14","Strategy Use",3,"CNL1892","Neither","7","7",14,22,65,9,8,9,19,13,7,8,6,2,6,"No",NA,"25","Male","Male","Black or African American","Married","13","Some college",FALSE,1366,768,TRUE,"chrome","103.0.0",FALSE,"Chrome OS",TRUE,61.058,0.204499388752142,4,"None","",33.522,8.328,17.599,108.325,215.037,66.349,NA,NA,NA,NA,NA,NA,"Under $15,000",1525
"232","sub-057","2023-10-17","1:12:49","1:38:14","Strategy Use",4,"HIU8424","Neither","7","10",14,22,65,9,8,9,19,13,7,8,6,2,6,"No",NA,"25","Male","Male","Black or African American","Married","13","Some college",FALSE,1366,768,TRUE,"chrome","103.0.0",FALSE,"Chrome OS",TRUE,61.058,0.204499388752142,4,"None","",3.645,18.947,14.384,108.325,215.037,66.349,NA,NA,NA,NA,NA,NA,"Under $15,000",1525
"233","sub-058","2023-10-17","1:20:4","1:41:12","Strategy Forecast",1,"ARF1665","Distraction","18","70",11,25,67,12,10,5,20,11,9,18,12,6,5,"No",NA,"33","Male","Male","White or Caucasian","Single","15","Vocational / technical / trade training",FALSE,1280,960,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.868,0.642277198723418,4,"","",26.277,7.483,16.715,47.159,161.963,49.366,"74",1,2,8.925,18.266,10.534,"Under $15,000",1268
"234","sub-058","2023-10-17","1:20:4","1:41:12","Strategy Forecast",2,"HIU8424","Reappraisal","50","55",11,25,67,12,10,5,20,11,9,18,12,6,5,"No",NA,"33","Male","Male","White or Caucasian","Single","15","Vocational / technical / trade training",FALSE,1280,960,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.868,0.642277198723418,4,"","",10.698,8.7,7.154,47.159,161.963,49.366,"34",3,2,13.237,9.377,6.444,"Under $15,000",1268
"235","sub-058","2023-10-17","1:20:4","1:41:12","Strategy Forecast",3,"FGV3524","Distraction","45","48",11,25,67,12,10,5,20,11,9,18,12,6,5,"No",NA,"33","Male","Male","White or Caucasian","Single","15","Vocational / technical / trade training",FALSE,1280,960,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.868,0.642277198723418,4,"","",9.362,6.639,7.559,47.159,161.963,49.366,"65",1,4,5.319,5.129,3.378,"Under $15,000",1268
"236","sub-058","2023-10-17","1:20:4","1:41:12","Strategy Forecast",4,"CNL1892","Neither","39","45",11,25,67,12,10,5,20,11,9,18,12,6,5,"No",NA,"33","Male","Male","White or Caucasian","Single","15","Vocational / technical / trade training",FALSE,1280,960,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.868,0.642277198723418,4,"","",6.77,4.081,7.834,47.159,161.963,49.366,NA,NA,NA,NA,NA,NA,"Under $15,000",1268
"238","sub-059","2023-10-17","1:17:54","1:42:17","Strategy Forecast",2,"ARF1665","Distraction","3","20",22,31,85,24,3,5,25,19,9,36,24,12,6,"Yes","FGV3524","33","Female","Female","White or Caucasian","Single","12","High school degree or GED",FALSE,1708,960,TRUE,"firefox","115.0.0",FALSE,"Windows 8.1",TRUE,61.026,0.190078930973425,4,"","",4.4,8.33,19.026,47.747,119.23,47.058,"75",5,6,6.152,3.306,3.481,"Under $15,000",1463
"239","sub-059","2023-10-17","1:17:54","1:42:17","Strategy Forecast",3,"CNL1892","Reappraisal","0","2",22,31,85,24,3,5,25,19,9,36,24,12,6,"Yes","FGV3524","33","Female","Female","White or Caucasian","Single","12","High school degree or GED",FALSE,1708,960,TRUE,"firefox","115.0.0",FALSE,"Windows 8.1",TRUE,61.026,0.190078930973425,4,"","",9.421,7.088,12.569,47.747,119.23,47.058,"70",4,3,2.791,3.199,4.762,"Under $15,000",1463
"240","sub-059","2023-10-17","1:17:54","1:42:17","Strategy Forecast",4,"HIU8424","Distraction","0","68",22,31,85,24,3,5,25,19,9,36,24,12,6,"Yes","FGV3524","33","Female","Female","White or Caucasian","Single","12","High school degree or GED",FALSE,1708,960,TRUE,"firefox","115.0.0",FALSE,"Windows 8.1",TRUE,61.026,0.190078930973425,4,"","",3.35,8.302,7.519,47.747,119.23,47.058,"98",6,6,3.617,3.379,2.955,"Under $15,000",1463
"241","sub-060","2023-10-17","1:14:24","1:43:57","Strategy Use",1,"ARF1665","Reappraisal","3","35",5,32,52,5,14,4,13,9,7,30,23,7,6,"Yes","FGV3524","40","Male","Male","White or Caucasian","Single","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.48,0.315753068076939,4,"","",22.229,14.853,28.564,124.915,200.915,71.584,"40",5,1,42.844,15.547,9.88,"$50,001 - $75,000",1773
"242","sub-060","2023-10-17","1:14:24","1:43:57","Strategy Use",2,"HIU8424","Neither","7","39",5,32,52,5,14,4,13,9,7,30,23,7,6,"Yes","FGV3524","40","Male","Male","White or Caucasian","Single","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.48,0.315753068076939,4,"","",9.065,7.91,14.691,124.915,200.915,71.584,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1773
"243","sub-060","2023-10-17","1:14:24","1:43:57","Strategy Use",3,"CNL1892","Neither","12","22",5,32,52,5,14,4,13,9,7,30,23,7,6,"Yes","FGV3524","40","Male","Male","White or Caucasian","Single","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.48,0.315753068076939,4,"","",7.46,12.158,17.496,124.915,200.915,71.584,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1773
"245","sub-061","2023-10-17","1:23:57","1:47:55","Strategy Forecast",1,"FGV3524","Distraction","0","65",19,25,103,16,18,12,23,18,16,27,18,9,5,"No",NA,"29","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1280,800,TRUE,"chrome","117.0.0",FALSE,"Mac OS",TRUE,60.312,0.37144313158275,4,"No, everything went well!","No, I do not have any questions.",17.808,17.485,23.862,40.634,147.247,41.952,"65",3,2,13.194,51.557,5.166,"$75,001 - $100,000",1438
"246","sub-061","2023-10-17","1:23:57","1:47:55","Strategy Forecast",2,"CNL1892","Reappraisal","25","82",19,25,103,16,18,12,23,18,16,27,18,9,5,"No",NA,"29","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1280,800,TRUE,"chrome","117.0.0",FALSE,"Mac OS",TRUE,60.312,0.37144313158275,4,"No, everything went well!","No, I do not have any questions.",17.928,16.344,37.233,40.634,147.247,41.952,"60",2,2,13.043,6.627,3.704,"$75,001 - $100,000",1438
"247","sub-061","2023-10-17","1:23:57","1:47:55","Strategy Forecast",3,"HIU8424","Distraction","60","95",19,25,103,16,18,12,23,18,16,27,18,9,5,"No",NA,"29","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1280,800,TRUE,"chrome","117.0.0",FALSE,"Mac OS",TRUE,60.312,0.37144313158275,4,"No, everything went well!","No, I do not have any questions.",4.715,20.135,10.709,40.634,147.247,41.952,"85",1,1,28.01,2.941,2.137,"$75,001 - $100,000",1438
"248","sub-061","2023-10-17","1:23:57","1:47:55","Strategy Forecast",4,"ARF1665","Reappraisal","70","70",19,25,103,16,18,12,23,18,16,27,18,9,5,"No",NA,"29","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1280,800,TRUE,"chrome","117.0.0",FALSE,"Mac OS",TRUE,60.312,0.37144313158275,4,"No, everything went well!","No, I do not have any questions.",3.754,9.521,11.652,40.634,147.247,41.952,"65",2,2,8.015,2.733,2.457,"$75,001 - $100,000",1438
"249","sub-062","2023-10-17","1:23:8","1:48:34","Strategy Forecast",1,"FGV3524","Neither","0","0",14,13,29,3,3,2,12,5,4,17,15,2,6,"No",NA,"39","Female","Female","Asian","Married","15","Some college",FALSE,1280,800,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,59.992,0.81281609236038,4,"","I would love to know which movies those clips were from!",13.169,11.81,26.448,60.639,137.971,43.45,NA,NA,NA,NA,NA,NA,"Over $150,000",1526
"250","sub-062","2023-10-17","1:23:8","1:48:34","Strategy Forecast",2,"CNL1892","Distraction","0","30",14,13,29,3,3,2,12,5,4,17,15,2,6,"No",NA,"39","Female","Female","Asian","Married","15","Some college",FALSE,1280,800,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,59.992,0.81281609236038,4,"","I would love to know which movies those clips were from!",14.038,5.35,11.119,60.639,137.971,43.45,"70",4,2,17.948,17.766,9.14,"Over $150,000",1526
"251","sub-062","2023-10-17","1:23:8","1:48:34","Strategy Forecast",3,"ARF1665","Distraction","0","25",14,13,29,3,3,2,12,5,4,17,15,2,6,"No",NA,"39","Female","Female","Asian","Married","15","Some college",FALSE,1280,800,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,59.992,0.81281609236038,4,"","I would love to know which movies those clips were from!",4.505,4.408,11.242,60.639,137.971,43.45,"63",4,3,36.993,3.648,5.994,"Over $150,000",1526
"252","sub-062","2023-10-17","1:23:8","1:48:34","Strategy Forecast",4,"HIU8424","Distraction","0","35",14,13,29,3,3,2,12,5,4,17,15,2,6,"No",NA,"39","Female","Female","Asian","Married","15","Some college",FALSE,1280,800,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,59.992,0.81281609236038,4,"","I would love to know which movies those clips were from!",3.184,8.375,15.037,60.639,137.971,43.45,"69",2,5,13.045,7.407,5.29,"Over $150,000",1526
"253","sub-063","2023-10-17","1:24:15","1:50:17","Strategy Forecast",1,"ARF1665","Reappraisal","0","75",5,27,51,2,11,5,14,10,9,28,13,15,2,"No",NA,"22","Male","Male","White or Caucasian","Single","14","Vocational / technical / trade training",FALSE,1862,1048,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,171.094,1.29177397403726,4,"There was a random graphical glitch in my browser that was fixed when I left fullscreen and came back.","",10.147,14.026,8.494,45.17,128.692,54.694,"65",4,2,11.105,8.347,5.62,"$35,001 - $50,000",1562
"254","sub-063","2023-10-17","1:24:15","1:50:17","Strategy Forecast",2,"CNL1892","Distraction","55","65",5,27,51,2,11,5,14,10,9,28,13,15,2,"No",NA,"22","Male","Male","White or Caucasian","Single","14","Vocational / technical / trade training",FALSE,1862,1048,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,171.094,1.29177397403726,4,"There was a random graphical glitch in my browser that was fixed when I left fullscreen and came back.","",12.345,30.108,6.865,45.17,128.692,54.694,"76",2,4,13.315,4.683,1.839,"$35,001 - $50,000",1562
"255","sub-063","2023-10-17","1:24:15","1:50:17","Strategy Forecast",3,"HIU8424","Distraction","35","85",5,27,51,2,11,5,14,10,9,28,13,15,2,"No",NA,"22","Male","Male","White or Caucasian","Single","14","Vocational / technical / trade training",FALSE,1862,1048,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,171.094,1.29177397403726,4,"There was a random graphical glitch in my browser that was fixed when I left fullscreen and came back.","",6.054,7.801,6.566,45.17,128.692,54.694,"70",4,1,10.853,3.092,2.214,"$35,001 - $50,000",1562
"256","sub-063","2023-10-17","1:24:15","1:50:17","Strategy Forecast",4,"FGV3524","Neither","70","20",5,27,51,2,11,5,14,10,9,28,13,15,2,"No",NA,"22","Male","Male","White or Caucasian","Single","14","Vocational / technical / trade training",FALSE,1862,1048,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,171.094,1.29177397403726,4,"There was a random graphical glitch in my browser that was fixed when I left fullscreen and came back.","",2.603,6.948,12.328,45.17,128.692,54.694,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1562
"257","sub-064","2023-10-17","1:32:22","1:54:36","Strategy Forecast",1,"HIU8424","Distraction","68","100",6,26,76,22,18,3,13,14,6,13,10,3,0,"No",NA,"34","Non-binary / Third gender","Male","White or Caucasian","Single","10","Some high school",FALSE,2560,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,121.048,0.699192391262949,4,"","What kind of monster makes that insane cannibal movie?!?!",12.249,14.377,6.99,99.134,129.947,55.426,"80",1,0,10.308,11.262,6.629,"$50,001 - $75,000",1334
"258","sub-064","2023-10-17","1:32:22","1:54:36","Strategy Forecast",2,"ARF1665","Neither","85","92",6,26,76,22,18,3,13,14,6,13,10,3,0,"No",NA,"34","Non-binary / Third gender","Male","White or Caucasian","Single","10","Some high school",FALSE,2560,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,121.048,0.699192391262949,4,"","What kind of monster makes that insane cannibal movie?!?!",7.379,7.848,7.951,99.134,129.947,55.426,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1334
"259","sub-064","2023-10-17","1:32:22","1:54:36","Strategy Forecast",3,"CNL1892","Distraction","70","68",6,26,76,22,18,3,13,14,6,13,10,3,0,"No",NA,"34","Non-binary / Third gender","Male","White or Caucasian","Single","10","Some high school",FALSE,2560,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,121.048,0.699192391262949,4,"","What kind of monster makes that insane cannibal movie?!?!",7.141,7.989,5.783,99.134,129.947,55.426,"40",5,1,8.757,7.249,4.715,"$50,001 - $75,000",1334
"260","sub-064","2023-10-17","1:32:22","1:54:36","Strategy Forecast",4,"FGV3524","Neither","50","88",6,26,76,22,18,3,13,14,6,13,10,3,0,"No",NA,"34","Non-binary / Third gender","Male","White or Caucasian","Single","10","Some high school",FALSE,2560,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,121.048,0.699192391262949,4,"","What kind of monster makes that insane cannibal movie?!?!",8.584,4.227,5.713,99.134,129.947,55.426,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1334
"261","sub-065","2023-10-17","1:48:46","2:7:29","Strategy Forecast",1,"ARF1665","Reappraisal","0","65",18,27,104,18,18,6,25,20,17,36,23,13,5,"No",NA,"27","Female","Female","Hispanic or Latino White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1280,800,TRUE,"chrome","117.0.0",FALSE,"Mac OS",TRUE,60.096,0.309806391154219,4,"No, I understood everything and the directions/videos were clear!","No, not today. Just wanted to say, I'm a Temple alum (Class of 2018), Go Owls! :)",7.967,6.036,12.439,36.533,124.95,36.461,"57",3,2,6.198,6.775,5.089,"$75,001 - $100,000",1123
"262","sub-065","2023-10-17","1:48:46","2:7:29","Strategy Forecast",2,"CNL1892","Distraction","25","79",18,27,104,18,18,6,25,20,17,36,23,13,5,"No",NA,"27","Female","Female","Hispanic or Latino White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1280,800,TRUE,"chrome","117.0.0",FALSE,"Mac OS",TRUE,60.096,0.309806391154219,4,"No, I understood everything and the directions/videos were clear!","No, not today. Just wanted to say, I'm a Temple alum (Class of 2018), Go Owls! :)",2.738,5.669,9.155,36.533,124.95,36.461,"93",1,1,7.253,3.532,5.002,"$75,001 - $100,000",1123
