"","PID","Stage","Question","FirstClick","LastClick","PageSubmit","ClickCount","Response","Answer","Correct"
"1685","A-063","Immediate Post-Exposure","A06","0.657","2.663","6.145","3","Plate","fast",0
"1686","A-063","Immediate Post-Exposure","A07","0.644","10.888","15.118","8","NO ANSWER","copy",0
"1687","A-063","Immediate Post-Exposure","A08","0.884","5.769","8.59","5","Paste","saw",0
"1688","A-063","Immediate Post-Exposure","A09","0.769","1.917","4.329","3","Base","top",0
"1689","A-063","Immediate Post-Exposure","A10","0.519","3.886","15.018","4","NO ANSWER","pack",0
"1690","A-063","Immediate Post-Exposure","A11","0.885","7.145","9.892","4","Sleeve","under",0
"1691","A-063","Immediate Post-Exposure","A12","0.867","4.304","8.38","4","Ache","sweet",0
"1692","A-063","Immediate Post-Exposure","A13","0.776","8.034","8.713","6","School","suit",0
"1693","A-063","Immediate Post-Exposure","A14","1.08","3.046","4.968","4","Sea","battle",0
"1694","A-063","Immediate Post-Exposure","A15","0.722","10.515","15.116","5","NO ANSWER","power",0
"1695","A-062","Immediate Post-Exposure","C01","2.141","6.282","7.055","4","sore","sore",1
"1696","A-062","Immediate Post-Exposure","C02","1.228","4.117","15.013","3","NO ANSWER","chair",0
"1697","A-062","Immediate Post-Exposure","C03","1.101","8.018","10.657","6","day","day",1
"1698","A-062","Immediate Post-Exposure","C04","1.198","11.331","11.792","5","pot","pot",1
"1699","A-062","Immediate Post-Exposure","C05","1.415","10.45","15.112","4","NO ANSWER","blind",0
"1700","A-062","Immediate Post-Exposure","C06","1.933","7.54","8.038","4","candle","candle",1
"1701","A-062","Immediate Post-Exposure","C07","1.631","5.191","15.017","3","NO ANSWER","cart",0
"1702","A-062","Immediate Post-Exposure","C08","1.849","8.489","9.024","4","camp","camp",1
"1703","A-062","Immediate Post-Exposure","C09","1.374","10.457","15.113","5","station","station",1
"1704","A-062","Immediate Post-Exposure","C10","0.79","13.715","14.301","5","first","mark",0
"1705","A-062","Immediate Post-Exposure","C11","1.084","5.562","15.017","3","NO ANSWER","gate",0
"1706","A-062","Immediate Post-Exposure","C12","2.048","10.517","15.019","4","beach","field",0
"1707","A-062","Immediate Post-Exposure","C13","1.35","11.021","15.013","3","NO ANSWER","tow",0
"1708","A-062","Immediate Post-Exposure","C14","1.313","10.217","15.112","3","sandwich","salad",0
"1709","A-062","Immediate Post-Exposure","C15","0.872","12.177","15.015","4","spp","lip",0
"1710","A-065","Immediate Post-Exposure","C01","0.604","6.769","7.676","5","Sore","sore",1
"1711","A-065","Immediate Post-Exposure","C02","0.854","5.725","6.548","3","Horse","chair",0
"1712","A-065","Immediate Post-Exposure","C03","1.036","7.413","8.819","3","Day","day",1
"1713","A-065","Immediate Post-Exposure","C04","0.679","7.661","15.134","4","NO ANSWER","pot",0
"1714","A-065","Immediate Post-Exposure","C05","0.531","6.497","15.238","4","NO ANSWER","blind",0
"1715","A-065","Immediate Post-Exposure","C06","1.739","3.248","15.131","2","NO ANSWER","candle",0
"1716","A-065","Immediate Post-Exposure","C07","1.09","4.564","15.133","2","NO ANSWER","cart",0
"1717","A-065","Immediate Post-Exposure","C08","0.373","14.472","15.025","7","NO ANSWER","camp",0
"1718","A-065","Immediate Post-Exposure","C09","0.655","2.896","15.125","2","NO ANSWER","station",0
"1719","A-065","Immediate Post-Exposure","C10","0.531","4.995","15.138","3","NO ANSWER","mark",0
"1720","A-065","Immediate Post-Exposure","C11","0.587","2.487","15.233","2","NO ANSWER","gate",0
"1721","A-065","Immediate Post-Exposure","C12","0.526","3.243","15.13","3","NO ANSWER","field",0
"1722","A-065","Immediate Post-Exposure","C13","0.563","3.504","15.12","2","NO ANSWER","tow",0
"1723","A-065","Immediate Post-Exposure","C14","0.341","12.85","14.423","3","Fish","salad",0
"1724","A-065","Immediate Post-Exposure","C15","1.091","2.79","15.126","2","NO ANSWER","lip",0
"1725","A-003","One Week Post-Exposure","B01","4.018","4.018","6.955","1","watch","watch",1
"1726","A-003","One Week Post-Exposure","B02","0","0","13.865","0","bill","bill",1
"1727","A-003","One Week Post-Exposure","B03","0","0","10.196","0","sugar","sugar",1
"1728","A-003","One Week Post-Exposure","B04","0.005","2.841","15.119","2","NO ANSWER","bank",0
"1729","A-003","One Week Post-Exposure","B05","9.397","9.397","15.01","1","s","space",0
"1730","A-003","One Week Post-Exposure","B06","5.101","5.101","7.649","1","bowl","bowl",1
"1731","A-003","One Week Post-Exposure","B07","5.587","5.587","11.113","1","ice","ball",0
"1732","A-003","One Week Post-Exposure","B08","1.851","1.851","6.097","1","gas","gas",1
"1733","A-003","One Week Post-Exposure","B09","10.645","10.645","11.018","1","spicy","dog",0
"1734","A-003","One Week Post-Exposure","B10","0","0","9.364","0","work","air",0
"1735","A-003","One Week Post-Exposure","B11","0","0","10.265","0","word","check",0
"1736","A-003","One Week Post-Exposure","B12","0.253","0.253","14.271","1","white","post",0
"1737","A-003","One Week Post-Exposure","B13","5.621","5.621","13.464","1","tool","steam",0
"1738","A-003","One Week Post-Exposure","B14","0","0","15.014","0","NO ANSWER","jelly",0
"1739","A-003","One Week Post-Exposure","B15","0.049","7.547","11.16","2","line","broad",0
"1740","A-061","Immediate Post-Exposure","B01","0.877","0.877","4.37","1","watch","watch",1
"1741","A-061","Immediate Post-Exposure","B02","1.392","12.922","14.169","2","orgami","bill",0
"1742","A-061","Immediate Post-Exposure","B03","2.613","2.613","7.417","1","candy","sugar",0
"1743","A-061","Immediate Post-Exposure","B04","1.197","7.603","10.956","3","water","bank",0
"1744","A-061","Immediate Post-Exposure","B05","2.364","2.364","6.335","1","anchor","space",0
"1745","A-061","Immediate Post-Exposure","B06","1.395","1.395","10.456","1","food","bowl",0
"1746","A-061","Immediate Post-Exposure","B07","2.699","9.214","15.174","2","NO ANSWER","ball",0
"1747","A-061","Immediate Post-Exposure","B08","0.817","0.817","13.566","1","spa","gas",0
"1748","A-061","Immediate Post-Exposure","B09","1.301","1.301","5.446","1","summer","dog",0
"1749","A-061","Immediate Post-Exposure","B10","1.954","6.841","7.913","2","box","air",0
"1750","A-061","Immediate Post-Exposure","B11","1.016","8.106","11.843","3","itnerary","check",0
"1751","A-061","Immediate Post-Exposure","B12","1.467","1.467","4.765","1","game","post",0
"1752","A-061","Immediate Post-Exposure","B13","2.006","2.006","13.64","1","mechcanic ","steam",0
"1753","A-061","Immediate Post-Exposure","B14","1.629","1.629","7.375","1","dinner","jelly",0
"1754","A-061","Immediate Post-Exposure","B15","1.457","1.457","11.989","1","parkour","broad",0
"1755","A-025","One Week Post-Exposure","C01","1.619","1.619","6.648","1","sore ","sore",0
"1756","A-025","One Week Post-Exposure","C02","1.54","1.54","6.409","1","horse","chair",0
"1757","A-025","One Week Post-Exposure","C03","3.388","3.388","15.108","1","NO ANSWER","day",0
"1758","A-025","One Week Post-Exposure","C04","2.616","2.616","8.267","1","pot ","pot",0
"1759","A-025","One Week Post-Exposure","C05","2.627","2.627","15.107","1","NO ANSWER","blind",0
"1760","A-025","One Week Post-Exposure","C06","1.621","1.621","8.105","1","candle","candle",1
"1761","A-025","One Week Post-Exposure","C07","2.082","2.082","11.684","1","cart","cart",1
"1762","A-025","One Week Post-Exposure","C08","2.209","2.209","15.107","1","NO ANSWER","camp",0
"1763","A-025","One Week Post-Exposure","C09","7.318","7.318","10.098","1","band","station",0
"1764","A-025","One Week Post-Exposure","C10","4.247","4.247","7.993","1","mark ","mark",0
"1765","A-025","One Week Post-Exposure","C11","2.658","2.658","6.846","1","high ","gate",0
"1766","A-025","One Week Post-Exposure","C12","3.576","3.576","15.007","1","NO ANSWER","field",0
"1767","A-025","One Week Post-Exposure","C13","3.135","3.135","15.111","1","NO ANSWER","tow",0
"1768","A-025","One Week Post-Exposure","C14","2.215","2.215","5.41","1","fish ","salad",0
"1769","A-025","One Week Post-Exposure","C15","3.01","3.01","14.042","1","quick","lip",0
"1770","A-035","One Week Post-Exposure","A01","0","0","15.006","0","NO ANSWER","boat",0
"1771","A-035","One Week Post-Exposure","A02","2.121","4.954","5.245","2","honey","honey",1
"1772","A-035","One Week Post-Exposure","A03","0.209","2.249","5.385","2","pin","pin",1
"1773","A-035","One Week Post-Exposure","A04","1.592","1.592","15.106","1","NO ANSWER","blue",0
"1774","A-035","One Week Post-Exposure","A05","2.128","2.128","15.105","1","NO ANSWER","soap",0
"1775","A-035","One Week Post-Exposure","A06","2.079","2.079","7.58","1","fast","fast",1
"1776","A-035","One Week Post-Exposure","A07","0.228","2.679","15.006","2","NO ANSWER","copy",0
"1777","A-035","One Week Post-Exposure","A08","1.565","1.565","6.627","1","saw","saw",1
"1778","A-035","One Week Post-Exposure","A09","0.03","2.784","8.655","2","top","top",1
"1779","A-035","One Week Post-Exposure","A10","2.059","2.059","11.538","1","control","pack",0
"1780","A-035","One Week Post-Exposure","A11","0.176","1.612","8.687","2","under","under",1
"1781","A-035","One Week Post-Exposure","A12","1.998","1.998","15.005","1","NO ANSWER","sweet",0
"1782","A-035","One Week Post-Exposure","A13","2.09","2.09","15.006","1","NO ANSWER","suit",0
"1783","A-035","One Week Post-Exposure","A14","2.556","2.556","11.987","1","baby","battle",0
"1784","A-035","One Week Post-Exposure","A15","3.216","3.216","13.583","1","back","power",0
"1785","A-027","One Week Post-Exposure","B01","1.754","1.754","6.745","1","band","watch",0
"1786","A-027","One Week Post-Exposure","B02","1.843","1.843","4.916","1","bill","bill",1
"1787","A-027","One Week Post-Exposure","B03","1.436","1.436","4.144","1","candy","sugar",0
"1788","A-027","One Week Post-Exposure","B04","3.879","3.879","6.474","1","side","bank",0
"1789","A-027","One Week Post-Exposure","B05","1.57","1.57","6.035","1","sail","space",0
"1790","A-027","One Week Post-Exposure","B06","1.393","1.393","5.024","1","food","bowl",0
"1791","A-027","One Week Post-Exposure","B07","2.276","2.276","7.626","1","ball","ball",1
"1792","A-027","One Week Post-Exposure","B08","3.331","3.331","6.725","1","air","gas",0
"1793","A-027","One Week Post-Exposure","B09","1.758","1.758","4.769","1","dog","dog",1
"1794","A-027","One Week Post-Exposure","B10","2.314","2.314","8.482","1","side","air",0
"1795","A-027","One Week Post-Exposure","B11","2.121","2.121","7.381","1","check","check",1
"1796","A-027","One Week Post-Exposure","B12","5.023","5.023","8.353","1","master","post",0
"1797","A-027","One Week Post-Exposure","B13","2.05","2.05","9.205","1","hot","steam",0
"1798","A-027","One Week Post-Exposure","B14","2.121","2.121","5.194","1","stick","jelly",0
"1799","A-027","One Week Post-Exposure","B15","1.795","1.795","8.261","1","rope","broad",0
"1800","A-024","One Week Post-Exposure","B01","2.181","2.181","8.577","1","watch","watch",1
"1801","A-024","One Week Post-Exposure","B02","3.37","3.37","6.138","1","Bill","bill",1
"1802","A-024","One Week Post-Exposure","B03","7.391","7.391","10.3","1","candy","sugar",0
"1803","A-024","One Week Post-Exposure","B04","8.729","8.729","13.801","1","stream","bank",0
"1804","A-024","One Week Post-Exposure","B05","4.895","4.895","9.712","1","ocean","space",0
"1805","A-024","One Week Post-Exposure","B06","4.217","4.217","15.007","1","NO ANSWER","bowl",0
"1806","A-024","One Week Post-Exposure","B07","3.135","3.135","6.471","1","winter","ball",0
"1807","A-024","One Week Post-Exposure","B08","8.132","8.132","12.499","1","cage","gas",0
"1808","A-024","One Week Post-Exposure","B09","3.757","3.757","15.107","1","c","dog",0
"1809","A-024","One Week Post-Exposure","B10","4.639","4.639","10.407","1","work","air",0
"1810","A-024","One Week Post-Exposure","B11","2.852","2.852","8.401","1","paper","check",0
"1811","A-024","One Week Post-Exposure","B12","4.927","4.927","13.624","1","boundary","post",0
"1812","A-024","One Week Post-Exposure","B13","2.862","2.862","12.837","1","weapon","steam",0
"1813","A-024","One Week Post-Exposure","B14","6.38","6.38","14.831","1","sushi","jelly",0
"1814","A-024","One Week Post-Exposure","B15","9.07","9.07","15.007","1","sa","broad",0
"1815","A-028","One Week Post-Exposure","C01","1.751","1.751","4.679","1","sore","sore",1
"1816","A-028","One Week Post-Exposure","C02","1.188","1.188","4.227","1","chair","chair",1
"1817","A-028","One Week Post-Exposure","C03","1.802","1.802","10.038","1","team","day",0
"1818","A-028","One Week Post-Exposure","C04","1.694","1.694","6.336","1","pot","pot",1
"1819","A-028","One Week Post-Exposure","C05","1.896","1.896","6.599","1","back","blind",0
"1820","A-028","One Week Post-Exposure","C06","1.826","1.826","5.76","1","candle","candle",1
"1821","A-028","One Week Post-Exposure","C07","6.54","6.54","11.759","1","pin","cart",0
"1822","A-028","One Week Post-Exposure","C08","1.585","1.585","15.007","1","NO ANSWER","camp",0
"1823","A-028","One Week Post-Exposure","C09","1.466","11.208","14.581","2","show","station",0
"1824","A-028","One Week Post-Exposure","C10","1.553","1.553","15.007","1","NO ANSWER","mark",0
"1825","A-028","One Week Post-Exposure","C11","3.184","3.184","15.007","1","bottle","gate",0
"1826","A-028","One Week Post-Exposure","C12","2.809","2.809","15.007","1","h","field",0
"1827","A-028","One Week Post-Exposure","C13","3.5","3.5","12.242","1","fire","tow",0
"1828","A-028","One Week Post-Exposure","C14","1.397","1.397","12.515","1","fish","salad",0
"1829","A-028","One Week Post-Exposure","C15","1.746","1.746","15.006","1","quick","lip",0
"1830","A-026","One Week Post-Exposure","A01","1.386","1.823","4.593","2","house","boat",0
"1831","A-026","One Week Post-Exposure","A02","1.336","1.336","3.743","1","honey","honey",1
"1832","A-026","One Week Post-Exposure","A03","1.197","1.197","5.26","1","pin","pin",1
"1833","A-026","One Week Post-Exposure","A04","1.299","1.299","3.84","1","fruit","blue",0
"1834","A-026","One Week Post-Exposure","A05","1.266","1.266","2.871","1","towel","soap",0
"1835","A-026","One Week Post-Exposure","A06","1.371","1.371","3.858","1","spring","fast",0
"1836","A-026","One Week Post-Exposure","A07","1.192","1.192","5.587","1","footprint","copy",0
"1837","A-026","One Week Post-Exposure","A08","1.547","1.547","4.001","1","fairy","saw",0
"1838","A-026","One Week Post-Exposure","A09","3.096","3.096","9.701","1","service","top",0
"1839","A-026","One Week Post-Exposure","A10","1.404","1.404","8.951","1","mouse","pack",0
"1840","A-026","One Week Post-Exposure","A11","1.248","1.248","8.17","1","band","under",0
"1841","A-026","One Week Post-Exposure","A12","4.584","4.584","15.107","1","NO ANSWER","sweet",0
"1842","A-026","One Week Post-Exposure","A13","1.474","1.474","5.251","1","management","suit",0
"1843","A-026","One Week Post-Exposure","A14","1.364","1.364","5.926","1","water","battle",0
"1844","A-026","One Week Post-Exposure","A15","1.294","1.294","6.713","1","show","power",0
"1845","A-005","One Week Post-Exposure","A01","1.3","1.3","15.006","1","Front","boat",0
"1846","A-005","One Week Post-Exposure","A02","1.564","1.564","3.826","1","Honey","honey",1
"1847","A-005","One Week Post-Exposure","A03","1.253","1.253","6.14","1","Pin","pin",1
"1848","A-005","One Week Post-Exposure","A04","2.003","2.003","5.907","1","Blue","blue",1
"1849","A-005","One Week Post-Exposure","A05","1.437","1.437","15.007","1","NO ANSWER","soap",0
"1850","A-005","One Week Post-Exposure","A06","1.512","1.512","6.711","1","Fast","fast",1
"1851","A-005","One Week Post-Exposure","A07","1.55","1.55","7.392","1","Copy","copy",1
"1852","A-005","One Week Post-Exposure","A08","1.473","1.473","5.881","1","Saw","saw",1
"1853","A-005","One Week Post-Exposure","A09","1.133","1.133","15.008","1","NO ANSWER","top",0
"1854","A-005","One Week Post-Exposure","A10","1.535","1.535","15.007","1","Wild","pack",0
"1855","A-005","One Week Post-Exposure","A11","1.312","1.312","15.007","1","NO ANSWER","under",0
"1856","A-005","One Week Post-Exposure","A12","1.271","1.271","15.106","1","Ache","sweet",0
"1857","A-005","One Week Post-Exposure","A13","1.404","1.404","15.007","1","Suit","suit",1
"1858","A-005","One Week Post-Exposure","A14","1.491","1.491","15.006","1","NO ANSWER","battle",0
"1859","A-005","One Week Post-Exposure","A15","1.625","1.625","15.009","1","NO ANSWER","power",0
"1860","A-032","One Week Post-Exposure","A01","2.467","2.467","6.447","1","house","boat",0
"1861","A-032","One Week Post-Exposure","A02","2.269","2.269","4.631","1","honey","honey",1
"1862","A-032","One Week Post-Exposure","A03","2.413","2.413","6.477","1","pin","pin",1
"1863","A-032","One Week Post-Exposure","A04","1.695","1.695","12.766","1","fruit","blue",0
"1864","A-032","One Week Post-Exposure","A05","2.609","2.609","6.225","1","soap","soap",1
"1865","A-032","One Week Post-Exposure","A06","2.054","2.054","15.107","1","NO ANSWER","fast",0
"1866","A-032","One Week Post-Exposure","A07","1.918","1.918","6.626","1","side","copy",0
"1867","A-032","One Week Post-Exposure","A08","2.859","2.859","15.007","1","NO ANSWER","saw",0
"1868","A-032","One Week Post-Exposure","A09","1.982","2.66","15.006","2","NO ANSWER","top",0
"1869","A-032","One Week Post-Exposure","A10","2.401","2.401","12.488","1","fake","pack",0
"1870","A-032","One Week Post-Exposure","A11","1.994","1.994","15.108","1","gossip ","under",0
"1871","A-032","One Week Post-Exposure","A12","2.213","2.213","7.496","1","chip","sweet",0
"1872","A-032","One Week Post-Exposure","A13","1.664","1.664","10.331","1","management ","suit",0
"1873","A-032","One Week Post-Exposure","A14","2.367","2.367","7.335","1","wreck","battle",0
"1874","A-032","One Week Post-Exposure","A15","5.595","5.595","8.779","1","raddish","power",0
"1875","A-022","One Week Post-Exposure","C01","0.765","4.635","15.009","3","NO ANSWER","sore",0
"1876","A-022","One Week Post-Exposure","C02","0.818","7.319","11.008","3","Street","chair",0
"1877","A-022","One Week Post-Exposure","C03","2.421","10.187","15.11","3","Tough","day",0
"1878","A-022","One Week Post-Exposure","C04","1.006","13.121","15.008","3","NO ANSWER","pot",0
"1879","A-022","One Week Post-Exposure","C05","2.369","8.453","10.635","4","Football","blind",0
"1880","A-022","One Week Post-Exposure","C06","0.795","7.992","11.256","2","Happy","candle",0
